participant_id,trial_order,trial_id,repeat_index_for_video,clip_team_id,clip_number,source,scene_sequence,camera_id,interactive_obj,clip_name,video_link,text_description,image_link,interaction_type,human_state,object_property,spatial_context,risk_factor,form_edit_url,form_published_url,vlm_inference,selected_frame_index
P040,1,warehouse_1_event_21_plasticbox_0001_kicking_001362_001392.mp4,5,44,18,Hunavsim,Warehouse,1,plasticbox_0001,warehouse_1_event_21_plasticbox_0001_kicking_001362_001392.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQABGFHAgNVPToG0yUVa6IyQAVg3LU8DTiQaKnIoqX_TsB0,"A worker in a yellow safety vest or a light uniform kicks a plastic storage box beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",https://1drv.ms/i/c/e14d2464c52103f1/IQAXh1AFDTx1SatqL4Cmbx9gARASvk_SOzW-Z8wgc6Jln5g,lifting,strained,large,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=1370; gt_activity=kicking; human_iou=0.830; object_iou=1.000,1370
P040,2,warehouse_3_event_11_smallbox_0001_carrying_000801_000905.mp4,4,42,65,Hunavsim,Warehouse,3,smallbox_0001,warehouse_3_event_11_smallbox_0001_carrying_000801_000905.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBFY61LIznoQ7SP7meMorGAAV4x5TPyPY8mXKeG1eh2pp8,"A worker in a yellow safety vest or a light uniform carries a small box in a yellow-and-white warehouse with a forklift, blue bins, pallets, and tall metal racks.",https://1drv.ms/i/c/e14d2464c52103f1/IQCkBCIi1fdBS46YK29cb1DYAQXb1HZJ4bMS1q7rMj4bd3I,lifting,normal,large,open_space,none,,,VLM: lifting; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=none; selected_frame=879; gt_activity=carrying; human_iou=0.996; object_iou=1.000,879
P040,3,warehouse_1_event_19_largebox_0002_putting_down_000760_000807.mp4,3,45,11,Hunavsim,Warehouse,1,largebox_0002,warehouse_1_event_19_largebox_0002_putting_down_000760_000807.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQATH292xPcRSb1zbp--Ee2uARpq9RJZHOpCLNrxNaRFN_U,"A worker in a yellow safety vest or a light uniform puts down a large cardboard box in a yellow-and-white warehouse with a forklift, blue bins, pallets, and tall metal racks.",https://1drv.ms/i/c/e14d2464c52103f1/IQCimRXVKT4ZQI5jtkiO0XsnAaTy9Vied4MUIovCe0PHvko,lifting,strained,large,open_space,fall_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=fall_risk; selected_frame=795; gt_activity=putting_down; human_iou=0.885; object_iou=0.906,795
P040,4,office_1_event_100_largebox_0001_putting_down_004114_004146.mp4,2,55,188,Hunavsim,Office,1,largebox_0001,office_1_event_100_largebox_0001_putting_down_004114_004146.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQA7HDcOghYCQY4LKFaRZnVcAa9SjQ5Sa17gYqwwWk_vaSs,"A person in a white or gray outfit puts down a large cardboard box in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",https://1drv.ms/i/c/e14d2464c52103f1/IQDtjCBzO4rhToPH2p5IYV1EAYMXa6c2rSWaiBKmFiNiNIs,lifting,strained,large,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=4122; gt_activity=putting_down; human_iou=1.000; object_iou=1.000,4122
P040,5,hospital_1_event_07_tripod_0001_lifting_000655_000674.mp4,1,49,105,Hunavsim,Hospital,1,tripod_0001,hospital_1_event_07_tripod_0001_lifting_000655_000674.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQDjz-zsnzTYTpL9I_MQ_I_bAbD9qipkPMwwvPP9u3Sk5zs,"A person in a dark top and shorts or gray pants lifts a tripod in a bright hospital corridor with white walls, blue doors, yellow caution signs, and medical equipment along the wall.",https://1drv.ms/i/c/e14d2464c52103f1/IQDBXc3Bm7raS7EfrHpRx-3OAYbaUvfjuwoFTpNjmTDOzwM,lifting,strained,large,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=660; gt_activity=lifting; human_iou=0.944; object_iou=0.912,660
P040,6,office_1_event_11_clothesstand_0001_putting_down_000960_001006.mp4,1,54,142,Hunavsim,Office,1,clothesstand_0001,office_1_event_11_clothesstand_0001_putting_down_000960_001006.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQDaYvtguNDwT4_KpYotQDBIASbb8sgz1HHcQdP3RfBx0NA,"A person in dark clothing puts down a clothes stand in an office lobby with a long table, monitors, large windows, potted plants, and patterned carpet.",https://1drv.ms/i/c/e14d2464c52103f1/IQDTC-KzSfdERrxXBei4uCGUAYsa-KPO7mQvIIjARt3vitw,putting_down,normal,large,open_space,none,,,VLM: putting_down; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=none; selected_frame=985; gt_activity=putting_down; human_iou=1.000; object_iou=1.000,985
P040,7,office_1_event_140_monitor_0003_putting_down_005310_005352.mp4,3,61,195,Hunavsim,Office,1,monitor_0003,office_1_event_140_monitor_0003_putting_down_005310_005352.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBdrKcnqBH1S6p4kCkdcM-rAQAX97VpgD4jWU1-fdxW0H0,"A person in a pink or light-colored outfit puts down a computer monitor in a bright office room with desks, black chairs, computer monitors, doorway signage, and wall decorations.",https://1drv.ms/i/c/e14d2464c52103f1/IQCdG64osyJYSYGDhAb_0VZZAU0Zqas3wDHdiBlRQI4ten4,putting_down,strained,large,narrow_corridor,object_motion_risk,,,VLM: putting_down; human_state=strained; object_property=large; spatial_context=narrow_corridor; risk_factor=object_motion_risk; selected_frame=5341; gt_activity=putting_down; human_iou=0.589; object_iou=0.000,5341
P040,8,cubberly-auditorium-2019-04-22_0_image_6_riding_000828_000888_H121_O65000.mp4,5,17,20,JRDB,cubberly-auditorium-2019-04-22_0,6,bicycle/scooter,cubberly-auditorium-2019-04-22_0_image_6_riding_000828_000888_H121_O65000.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQA9CtJ9BNBuQrhbRCDpNDCHAdKcw45JW35C_QY-hd65ay4,A woman in a patterned jacket rides or stands with a small wheeled bicycle or scooter device near a wall sign.,https://1drv.ms/i/c/e14d2464c52103f1/IQCxJcZQhI3MS4q-kCax4e1sAYrlhAawCex8slo9JnWpKOw,standing behind,normal,small,narrow_corridor,object_motion_risk,,,VLM: standing behind; human_state=normal; object_property=small; spatial_context=narrow_corridor; risk_factor=object_motion_risk; selected_frame=16; gt_activity=riding; human_iou=1.000; object_iou=1.000,16
P040,9,hospital_1_event_35_floorlamp_0001_carrying_003468_003512.mp4,5,53,129,Hunavsim,Hospital,1,floorlamp_0001,hospital_1_event_35_floorlamp_0001_carrying_003468_003512.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQCbZcl8v1KbRaKhqW9LMCNfAaWGW1Qli06woNEXb4Rb_a8,"A person in patterned pants or dark clothing carries a floor lamp near hospital stairs, blue storage racks, yellow bins, and a wall-mounted medical table.",https://1drv.ms/i/c/e14d2464c52103f1/IQCohNt88qCTRI33N83wlUQnARBwXlGMkNk2Dz1hz9Mzfxc,putting_down,strained,large,crowded,object_motion_risk,,,VLM: putting_down; human_state=strained; object_property=large; spatial_context=crowded; risk_factor=object_motion_risk; selected_frame=3502; gt_activity=carrying; human_iou=0.585; object_iou=0.845,3502
P040,10,gates-159-group-meeting-2019-04-03_0_image_0_pushing_000000_000087_H3_O8.mp4,1,21,25,JRDB,gates-159-group-meeting-2019-04-03_0,0,chair/sofa,gates-159-group-meeting-2019-04-03_0_image_0_pushing_000000_000087_H3_O8.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBrkaxTk5xRRo95YPFrMXmuAY4pyitDQExefFF3Ggkqltw,A young man in a black T-shirt pushes a chair near the right side of a meeting table.,https://1drv.ms/i/c/e14d2464c52103f1/IQAVvG8VcOH4RaYse_oIzyCPATrWmix-Fbpsb4eCOFE2Nss,hold,normal,large,open_space,object_motion_risk,,,VLM: hold; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=45; gt_activity=pushing; human_iou=0.000; object_iou=0.071,45
P041,1,warehouse_1_event_45_plasticbox_0001_kick_001777_002003.mp4,1,44,24,Hunavsim,Warehouse,1,plasticbox_0001,warehouse_1_event_45_plasticbox_0001_kick_001777_002003.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAVoikMeWDCT5UCuNogVEkvAXqP-t6OFpzao_fDxgSxOXA,"A person in a white or light gray outfit kicks a plastic storage box beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",https://1drv.ms/i/c/e14d2464c52103f1/IQDd7j4Go_TWT6xztx3fKFwxAbCoNTQk8FC-5lPlGTw0Nu0,lifting,strained,small,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=small; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=1890; gt_activity=kick; human_iou=1.000; object_iou=1.000,1890
P041,2,warehouse_3_event_11_smallbox_0001_carrying_000801_000905.mp4,5,42,65,Hunavsim,Warehouse,3,smallbox_0001,warehouse_3_event_11_smallbox_0001_carrying_000801_000905.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBFY61LIznoQ7SP7meMorGAAV4x5TPyPY8mXKeG1eh2pp8,"A worker in a yellow safety vest or a light uniform carries a small box in a yellow-and-white warehouse with a forklift, blue bins, pallets, and tall metal racks.",https://1drv.ms/i/c/e14d2464c52103f1/IQCkBCIi1fdBS46YK29cb1DYAQXb1HZJ4bMS1q7rMj4bd3I,lifting,normal,large,open_space,none,,,VLM: lifting; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=none; selected_frame=879; gt_activity=carrying; human_iou=0.996; object_iou=1.000,879
P041,3,warehouse_1_event_19_largebox_0002_putting_down_000760_000807.mp4,4,45,11,Hunavsim,Warehouse,1,largebox_0002,warehouse_1_event_19_largebox_0002_putting_down_000760_000807.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQATH292xPcRSb1zbp--Ee2uARpq9RJZHOpCLNrxNaRFN_U,"A worker in a yellow safety vest or a light uniform puts down a large cardboard box in a yellow-and-white warehouse with a forklift, blue bins, pallets, and tall metal racks.",https://1drv.ms/i/c/e14d2464c52103f1/IQCimRXVKT4ZQI5jtkiO0XsnAaTy9Vied4MUIovCe0PHvko,lifting,strained,large,open_space,fall_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=fall_risk; selected_frame=795; gt_activity=putting_down; human_iou=0.885; object_iou=0.906,795
P041,4,office_1_event_100_largebox_0001_putting_down_004114_004146.mp4,3,55,188,Hunavsim,Office,1,largebox_0001,office_1_event_100_largebox_0001_putting_down_004114_004146.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQA7HDcOghYCQY4LKFaRZnVcAa9SjQ5Sa17gYqwwWk_vaSs,"A person in a white or gray outfit puts down a large cardboard box in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",https://1drv.ms/i/c/e14d2464c52103f1/IQDtjCBzO4rhToPH2p5IYV1EAYMXa6c2rSWaiBKmFiNiNIs,lifting,strained,large,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=4122; gt_activity=putting_down; human_iou=1.000; object_iou=1.000,4122
P041,5,hospital_1_event_07_tripod_0001_lifting_000655_000674.mp4,2,49,105,Hunavsim,Hospital,1,tripod_0001,hospital_1_event_07_tripod_0001_lifting_000655_000674.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQDjz-zsnzTYTpL9I_MQ_I_bAbD9qipkPMwwvPP9u3Sk5zs,"A person in a dark top and shorts or gray pants lifts a tripod in a bright hospital corridor with white walls, blue doors, yellow caution signs, and medical equipment along the wall.",https://1drv.ms/i/c/e14d2464c52103f1/IQDBXc3Bm7raS7EfrHpRx-3OAYbaUvfjuwoFTpNjmTDOzwM,lifting,strained,large,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=660; gt_activity=lifting; human_iou=0.944; object_iou=0.912,660
P041,6,office_1_event_11_clothesstand_0001_putting_down_000960_001006.mp4,2,54,142,Hunavsim,Office,1,clothesstand_0001,office_1_event_11_clothesstand_0001_putting_down_000960_001006.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQDaYvtguNDwT4_KpYotQDBIASbb8sgz1HHcQdP3RfBx0NA,"A person in dark clothing puts down a clothes stand in an office lobby with a long table, monitors, large windows, potted plants, and patterned carpet.",https://1drv.ms/i/c/e14d2464c52103f1/IQDTC-KzSfdERrxXBei4uCGUAYsa-KPO7mQvIIjARt3vitw,putting_down,normal,large,open_space,none,,,VLM: putting_down; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=none; selected_frame=985; gt_activity=putting_down; human_iou=1.000; object_iou=1.000,985
P041,7,office_1_event_140_monitor_0003_putting_down_005310_005352.mp4,4,61,195,Hunavsim,Office,1,monitor_0003,office_1_event_140_monitor_0003_putting_down_005310_005352.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBdrKcnqBH1S6p4kCkdcM-rAQAX97VpgD4jWU1-fdxW0H0,"A person in a pink or light-colored outfit puts down a computer monitor in a bright office room with desks, black chairs, computer monitors, doorway signage, and wall decorations.",https://1drv.ms/i/c/e14d2464c52103f1/IQCdG64osyJYSYGDhAb_0VZZAU0Zqas3wDHdiBlRQI4ten4,putting_down,strained,large,narrow_corridor,object_motion_risk,,,VLM: putting_down; human_state=strained; object_property=large; spatial_context=narrow_corridor; risk_factor=object_motion_risk; selected_frame=5341; gt_activity=putting_down; human_iou=0.589; object_iou=0.000,5341
P041,8,cubberly-auditorium-2019-04-22_0_image_6_riding_001137_001173_H121_O65000.mp4,1,17,21,JRDB,cubberly-auditorium-2019-04-22_0,6,bicycle/scooter,cubberly-auditorium-2019-04-22_0_image_6_riding_001137_001173_H121_O65000.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAp3zEXjKcySKJEOrM1eZK3AYAZdWG-ztG0u3muBIg0gKk,A woman in a patterned jacket rides or holds a small bicycle or scooter device in a lobby.,https://1drv.ms/i/c/e14d2464c52103f1/IQB_urvbauaQQqrIkakYpo87AUynjSPWVHiPk6UNbrEK5gE,carrying,strained,large,narrow_corridor,fall_risk,,,VLM: carrying; human_state=strained; object_property=large; spatial_context=narrow_corridor; risk_factor=fall_risk; selected_frame=29; gt_activity=riding; human_iou=1.000; object_iou=1.000,29
P041,9,office_1_event_43_plasticbox_0001_kicking_002048_002148.mp4,3,64,159,Hunavsim,Office,1,plasticbox_0001,office_1_event_43_plasticbox_0001_kicking_002048_002148.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBST3FmL-i8R7QZl3gOP7dEAY9UmG3lg5K0h8sOl8kol8Q,"A person in dark clothing kicks a plastic storage box in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",https://1drv.ms/i/c/e14d2464c52103f1/IQB7N7ROdlkdQoOsaGCJlHYmAaVHtPbXmIZlQUwBhp5lz7U,lifting,normal,large,narrow_corridor,object_motion_risk,,,VLM: lifting; human_state=normal; object_property=large; spatial_context=narrow_corridor; risk_factor=object_motion_risk; selected_frame=2074; gt_activity=kicking; human_iou=0.911; object_iou=1.000,2074
P041,10,gates-159-group-meeting-2019-04-03_0_image_0_pushing_000000_000087_H3_O8.mp4,2,21,25,JRDB,gates-159-group-meeting-2019-04-03_0,0,chair/sofa,gates-159-group-meeting-2019-04-03_0_image_0_pushing_000000_000087_H3_O8.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBrkaxTk5xRRo95YPFrMXmuAY4pyitDQExefFF3Ggkqltw,A young man in a black T-shirt pushes a chair near the right side of a meeting table.,https://1drv.ms/i/c/e14d2464c52103f1/IQAVvG8VcOH4RaYse_oIzyCPATrWmix-Fbpsb4eCOFE2Nss,hold,normal,large,open_space,object_motion_risk,,,VLM: hold; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=45; gt_activity=pushing; human_iou=0.000; object_iou=0.071,45
P042,1,warehouse_1_event_45_plasticbox_0001_kick_001777_002003.mp4,2,44,24,Hunavsim,Warehouse,1,plasticbox_0001,warehouse_1_event_45_plasticbox_0001_kick_001777_002003.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAVoikMeWDCT5UCuNogVEkvAXqP-t6OFpzao_fDxgSxOXA,"A person in a white or light gray outfit kicks a plastic storage box beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",https://1drv.ms/i/c/e14d2464c52103f1/IQDd7j4Go_TWT6xztx3fKFwxAbCoNTQk8FC-5lPlGTw0Nu0,lifting,strained,small,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=small; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=1890; gt_activity=kick; human_iou=1.000; object_iou=1.000,1890
P042,2,warehouse_3_event_11_smallbox_0001_putting_down_000906_000962.mp4,1,42,66,Hunavsim,Warehouse,3,smallbox_0001,warehouse_3_event_11_smallbox_0001_putting_down_000906_000962.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBXAp072y4zQZTnFo8C89W1ARsdwh0Pu4J5x8YHy_VhlF4,"A worker in a yellow safety vest or a light uniform puts down a small box beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",https://1drv.ms/i/c/e14d2464c52103f1/IQC0It7C4p67RqH5ROA_5GweAZ0Bdz2mo5JTzslECLvS6Ow,lifting,strained,small,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=small; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=935; gt_activity=putting_down; human_iou=0.972; object_iou=1.000,935
P042,3,warehouse_1_event_19_largebox_0002_putting_down_000760_000807.mp4,5,45,11,Hunavsim,Warehouse,1,largebox_0002,warehouse_1_event_19_largebox_0002_putting_down_000760_000807.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQATH292xPcRSb1zbp--Ee2uARpq9RJZHOpCLNrxNaRFN_U,"A worker in a yellow safety vest or a light uniform puts down a large cardboard box in a yellow-and-white warehouse with a forklift, blue bins, pallets, and tall metal racks.",https://1drv.ms/i/c/e14d2464c52103f1/IQCimRXVKT4ZQI5jtkiO0XsnAaTy9Vied4MUIovCe0PHvko,lifting,strained,large,open_space,fall_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=fall_risk; selected_frame=795; gt_activity=putting_down; human_iou=0.885; object_iou=0.906,795
P042,4,office_1_event_100_largebox_0001_putting_down_004114_004146.mp4,4,55,188,Hunavsim,Office,1,largebox_0001,office_1_event_100_largebox_0001_putting_down_004114_004146.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQA7HDcOghYCQY4LKFaRZnVcAa9SjQ5Sa17gYqwwWk_vaSs,"A person in a white or gray outfit puts down a large cardboard box in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",https://1drv.ms/i/c/e14d2464c52103f1/IQDtjCBzO4rhToPH2p5IYV1EAYMXa6c2rSWaiBKmFiNiNIs,lifting,strained,large,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=4122; gt_activity=putting_down; human_iou=1.000; object_iou=1.000,4122
P042,5,hospital_1_event_07_tripod_0001_lifting_000655_000674.mp4,3,49,105,Hunavsim,Hospital,1,tripod_0001,hospital_1_event_07_tripod_0001_lifting_000655_000674.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQDjz-zsnzTYTpL9I_MQ_I_bAbD9qipkPMwwvPP9u3Sk5zs,"A person in a dark top and shorts or gray pants lifts a tripod in a bright hospital corridor with white walls, blue doors, yellow caution signs, and medical equipment along the wall.",https://1drv.ms/i/c/e14d2464c52103f1/IQDBXc3Bm7raS7EfrHpRx-3OAYbaUvfjuwoFTpNjmTDOzwM,lifting,strained,large,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=660; gt_activity=lifting; human_iou=0.944; object_iou=0.912,660
P042,6,office_1_event_11_clothesstand_0001_putting_down_000960_001006.mp4,3,54,142,Hunavsim,Office,1,clothesstand_0001,office_1_event_11_clothesstand_0001_putting_down_000960_001006.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQDaYvtguNDwT4_KpYotQDBIASbb8sgz1HHcQdP3RfBx0NA,"A person in dark clothing puts down a clothes stand in an office lobby with a long table, monitors, large windows, potted plants, and patterned carpet.",https://1drv.ms/i/c/e14d2464c52103f1/IQDTC-KzSfdERrxXBei4uCGUAYsa-KPO7mQvIIjARt3vitw,putting_down,normal,large,open_space,none,,,VLM: putting_down; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=none; selected_frame=985; gt_activity=putting_down; human_iou=1.000; object_iou=1.000,985
P042,7,office_1_event_140_monitor_0003_putting_down_005310_005352.mp4,5,61,195,Hunavsim,Office,1,monitor_0003,office_1_event_140_monitor_0003_putting_down_005310_005352.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBdrKcnqBH1S6p4kCkdcM-rAQAX97VpgD4jWU1-fdxW0H0,"A person in a pink or light-colored outfit puts down a computer monitor in a bright office room with desks, black chairs, computer monitors, doorway signage, and wall decorations.",https://1drv.ms/i/c/e14d2464c52103f1/IQCdG64osyJYSYGDhAb_0VZZAU0Zqas3wDHdiBlRQI4ten4,putting_down,strained,large,narrow_corridor,object_motion_risk,,,VLM: putting_down; human_state=strained; object_property=large; spatial_context=narrow_corridor; risk_factor=object_motion_risk; selected_frame=5341; gt_activity=putting_down; human_iou=0.589; object_iou=0.000,5341
P042,8,cubberly-auditorium-2019-04-22_0_image_6_riding_001137_001173_H121_O65000.mp4,2,17,21,JRDB,cubberly-auditorium-2019-04-22_0,6,bicycle/scooter,cubberly-auditorium-2019-04-22_0_image_6_riding_001137_001173_H121_O65000.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAp3zEXjKcySKJEOrM1eZK3AYAZdWG-ztG0u3muBIg0gKk,A woman in a patterned jacket rides or holds a small bicycle or scooter device in a lobby.,https://1drv.ms/i/c/e14d2464c52103f1/IQB_urvbauaQQqrIkakYpo87AUynjSPWVHiPk6UNbrEK5gE,carrying,strained,large,narrow_corridor,fall_risk,,,VLM: carrying; human_state=strained; object_property=large; spatial_context=narrow_corridor; risk_factor=fall_risk; selected_frame=29; gt_activity=riding; human_iou=1.000; object_iou=1.000,29
P042,9,office_1_event_43_plasticbox_0001_kicking_002048_002148.mp4,4,64,159,Hunavsim,Office,1,plasticbox_0001,office_1_event_43_plasticbox_0001_kicking_002048_002148.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBST3FmL-i8R7QZl3gOP7dEAY9UmG3lg5K0h8sOl8kol8Q,"A person in dark clothing kicks a plastic storage box in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",https://1drv.ms/i/c/e14d2464c52103f1/IQB7N7ROdlkdQoOsaGCJlHYmAaVHtPbXmIZlQUwBhp5lz7U,lifting,normal,large,narrow_corridor,object_motion_risk,,,VLM: lifting; human_state=normal; object_property=large; spatial_context=narrow_corridor; risk_factor=object_motion_risk; selected_frame=2074; gt_activity=kicking; human_iou=0.911; object_iou=1.000,2074
P042,10,gates-159-group-meeting-2019-04-03_0_image_0_pushing_000000_000087_H3_O8.mp4,3,21,25,JRDB,gates-159-group-meeting-2019-04-03_0,0,chair/sofa,gates-159-group-meeting-2019-04-03_0_image_0_pushing_000000_000087_H3_O8.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBrkaxTk5xRRo95YPFrMXmuAY4pyitDQExefFF3Ggkqltw,A young man in a black T-shirt pushes a chair near the right side of a meeting table.,https://1drv.ms/i/c/e14d2464c52103f1/IQAVvG8VcOH4RaYse_oIzyCPATrWmix-Fbpsb4eCOFE2Nss,hold,normal,large,open_space,object_motion_risk,,,VLM: hold; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=45; gt_activity=pushing; human_iou=0.000; object_iou=0.071,45
P043,1,warehouse_1_event_45_plasticbox_0001_kick_001777_002003.mp4,3,44,24,Hunavsim,Warehouse,1,plasticbox_0001,warehouse_1_event_45_plasticbox_0001_kick_001777_002003.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAVoikMeWDCT5UCuNogVEkvAXqP-t6OFpzao_fDxgSxOXA,"A person in a white or light gray outfit kicks a plastic storage box beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",https://1drv.ms/i/c/e14d2464c52103f1/IQDd7j4Go_TWT6xztx3fKFwxAbCoNTQk8FC-5lPlGTw0Nu0,lifting,strained,small,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=small; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=1890; gt_activity=kick; human_iou=1.000; object_iou=1.000,1890
P043,2,warehouse_3_event_11_smallbox_0001_putting_down_000906_000962.mp4,2,42,66,Hunavsim,Warehouse,3,smallbox_0001,warehouse_3_event_11_smallbox_0001_putting_down_000906_000962.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBXAp072y4zQZTnFo8C89W1ARsdwh0Pu4J5x8YHy_VhlF4,"A worker in a yellow safety vest or a light uniform puts down a small box beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",https://1drv.ms/i/c/e14d2464c52103f1/IQC0It7C4p67RqH5ROA_5GweAZ0Bdz2mo5JTzslECLvS6Ow,lifting,strained,small,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=small; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=935; gt_activity=putting_down; human_iou=0.972; object_iou=1.000,935
P043,3,warehouse_1_event_19_largebox_0002_lifting_000808_000885.mp4,1,45,12,Hunavsim,Warehouse,1,largebox_0002,warehouse_1_event_19_largebox_0002_lifting_000808_000885.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAbjfsIeGxGS4hEfv1pWnncAXucOhyRfsSyr1SYsp-CvMI,"A worker in a yellow safety vest or a light uniform lifts a large cardboard box in a yellow-and-white warehouse with a forklift, blue bins, pallets, and tall metal racks.",https://1drv.ms/i/c/e14d2464c52103f1/IQBYwCNwnXQnQbwdsSGs8D2AAaCYrsCry6cJ60yE0iQ0Za8,lifting,strained,large,narrow_corridor,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=narrow_corridor; risk_factor=object_motion_risk; selected_frame=866; gt_activity=lifting; human_iou=0.996; object_iou=0.833,866
P043,4,office_1_event_100_largebox_0001_putting_down_004114_004146.mp4,5,55,188,Hunavsim,Office,1,largebox_0001,office_1_event_100_largebox_0001_putting_down_004114_004146.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQA7HDcOghYCQY4LKFaRZnVcAa9SjQ5Sa17gYqwwWk_vaSs,"A person in a white or gray outfit puts down a large cardboard box in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",https://1drv.ms/i/c/e14d2464c52103f1/IQDtjCBzO4rhToPH2p5IYV1EAYMXa6c2rSWaiBKmFiNiNIs,lifting,strained,large,open_space,object_motion_risk,,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=4122; gt_activity=putting_down; human_iou=1.000; object_iou=1.000,4122
